emp_no,first_name,last_name,title,from_date,salary
60677,Stella,Worfolk,40000,1994-11-27,40000
60686,Baocai,Pocchiola,60392,1988-01-23,60392
60463,Sanjiv,Dredge,53616,1990-03-25,53616
60695,Masanao,Papadias,40000,1994-04-30,40000
60697,Gritta,Cannata,40000,1987-04-13,40000
60698,Kiyokazu,Plessier,58342,1998-03-09,58342
60705,Ekawit,Lorie,61019,1985-11-24,61019
60705,Ekawit,Lorie,61019,1990-02-15,61019
60711,Mabry,Ramaiah,47868,1988-09-15,47868
60717,Carrsten,Sadowsky,69310,1986-10-23,69310
60737,Hatim,Ghazalie,40000,1993-09-26,40000
60742,Kristen,Juneja,49232,1985-05-28,49232
60751,Steve,Kalloufi,40000,1989-11-04,40000
60753,Kazuyasu,Krybus,55561,1994-08-20,55561
60764,Taizo,Stamatiou,40000,1998-10-29,40000
60764,Taizo,Stamatiou,40000,2002-07-02,40000
60767,Gianluca,Munos,74395,1988-10-29,74395
60782,Janalee,Foote,42016,1993-07-02,42016
60782,Janalee,Foote,42016,1999-05-25,42016
60794,Sashi,Zlotek,72731,1985-07-20,72731
60795,Mart,Huttel,59374,1988-05-07,59374
60807,Parke,Angel,49204,1987-11-06,49204
60815,DAIDA,Oxman,61376,1993-08-12,61376
60465,Nalini,Gischer,40000,1995-09-27,40000
60817,Kousuke,Schaad,40000,1985-09-08,40000
60823,Kazuhiro,Parfitt,56004,1985-03-07,56004
60825,Berna,Nitto,65974,1998-07-27,65974
60831,Rildo,Peltason,40000,1985-05-11,40000
60831,Rildo,Peltason,40000,1999-07-30,40000
60834,Tzu,Tasistro,40000,1989-08-05,40000
60838,Insup,Serra,41581,1996-10-14,41581
60469,Angel,Kampfer,85944,1985-05-01,85944
60848,Shaowei,Blokdijk,53190,1986-10-31,53190
60475,Wanqing,Renear,40000,1996-04-28,40000
60479,Stein,Byoun,44162,1988-11-20,44162
60488,Yakkov,Staylopatis,55530,1993-07-27,55530
60852,Keung,Schneeberger,51778,1986-07-25,51778
60858,Elgin,Foote,42338,1999-08-15,42338
60858,Elgin,Foote,42338,2000-01-21,42338
60860,Fuqing,Munch,63231,1987-12-21,63231
60865,Yuqun,Birge,62219,1988-07-29,62219
60871,Mitchel,Matzel,46129,1988-12-23,46129
60890,Fun,Schnabel,40000,1995-04-18,40000
60891,Mingzeng,DeMori,40000,1987-03-13,40000
60894,Lein,Fendler,52840,1991-05-25,52840
60490,Teiji,Steenbeek,56343,1995-04-12,56343
60902,Dekang,Lung,40000,1999-03-08,40000
60904,Tomokazu,Gelosh,64065,1998-03-01,64065
60501,Ranga,Badr,40000,1985-02-04,40000
60920,Mara,Sundgren,40000,1988-09-18,40000
60930,Larisa,Swiss,57927,1995-02-16,57927
60505,Yinghua,Birnbaum,54298,1988-02-09,54298
60944,Renee,Pepe,78585,1991-04-03,78585
60510,Divine,Nitsche,40000,1998-07-30,40000
60960,Chikara,Flowers,44083,1995-09-12,44083
60965,Conrado,Loncour,79864,1987-06-04,79864
60514,Ayakannu,Vecchio,70549,1987-07-02,70549
60981,Yuchang,Kalorkoti,65154,1986-07-01,65154
60991,Ung,Murthy,76196,1989-01-29,76196
60518,Ziya,Biran,48127,1993-05-09,48127
60521,Henk,Uhrik,64334,1987-07-08,64334
60522,Becky,Polupanov,51557,1995-12-22,51557
60998,Neelam,Norsworthy,63016,1985-10-15,63016
60522,Becky,Polupanov,51557,1998-02-09,51557
61006,Garnik,Schonegge,56458,1986-05-09,56458
61006,Garnik,Schonegge,56458,1988-03-07,56458
60551,Caolyn,Irland,53167,1986-04-27,53167
61018,Marco,Zallocco,59388,1998-09-20,59388
61021,Shahab,Baar,50862,1987-07-15,50862
61038,Suzette,Sifakis,56297,1985-05-23,56297
61045,Bedir,Poujol,55543,1993-06-06,55543
61062,Parke,Champarnaud,47544,1985-03-18,47544
61071,Filipp,Tanemo,54539,1987-11-03,54539
61071,Filipp,Tanemo,54539,1990-11-02,54539
61149,Aemilian,Stranks,46357,1987-02-01,46357
61078,Jessie,Greibach,40000,1988-06-27,40000
61093,Kokou,Rettelbach,60333,1985-05-03,60333
61110,Lihong,Ghemri,51649,1987-06-29,51649
61110,Lihong,Ghemri,51649,1985-03-15,51649
61118,King,Erol,59370,1985-04-14,59370
61119,Anyuan,Koshiba,54600,1987-03-07,54600
61124,Nechama,Waymire,96529,1990-02-26,96529
61177,Somnath,Bednarek,51940,1987-03-08,51940
61292,Badri,Boguraev,53842,1991-01-16,53842
61292,Badri,Boguraev,53842,1998-10-13,53842
61295,Mang,Menhardt,51049,1986-09-05,51049
61301,Nahla,Ghandeharizadeh,59003,1995-10-04,59003
61306,Gro,Peot,40000,1988-01-26,40000
61315,Kwun,Kalloufi,78862,1986-01-06,78862
61322,Dayanand,Mawatari,40000,1987-08-07,40000
61340,Lubomir,Waeselynck,57103,1986-03-03,57103
61347,Aram,Gerteisen,44796,1986-05-11,44796
61347,Aram,Gerteisen,44796,1995-09-07,44796
61353,Hausi,Conde,63699,1985-10-25,63699
61179,Berni,Kaltofen,76765,1994-04-17,76765
61362,Ayonca,Pietracaprina,44474,1985-04-13,44474
61364,Gianluca,Casperson,40000,1985-04-04,40000
61370,Shahar,Candan,64804,1986-05-21,64804
61371,Akeno,Yetto,40000,1986-01-08,40000
61374,Taegyun,Christ,62550,1988-07-25,62550
61376,Guttorm,Skrikant,51339,1985-07-04,51339
61180,Nathalie,Sullins,52754,1988-06-19,52754
61192,Feiyu,Kamble,49841,1994-01-27,49841
61399,Unal,Chinen,65671,1985-03-18,65671
61415,Aamer,Schwartzbauer,83124,1997-04-30,83124
61197,Roselyn,Cannard,40000,1986-06-03,40000
61208,Miomir,Hooghiemstra,50944,1988-02-14,50944
61420,Sanjoy,Cunliffe,40000,1992-05-26,40000
61210,Itzchak,Rehfuss,47366,1985-06-12,47366
61441,Yongqiao,Jayawardene,51463,1986-01-31,51463
61211,Lakshmi,Muntz,40000,1987-05-18,40000
61444,Geoff,Kaiserswerth,43572,1991-01-19,43572
61453,Hyuncheol,Vanwelkenhuysen,40000,1990-05-23,40000
61214,JoAnne,Peac,47194,1999-05-24,47194
61460,Sanjoy,Rodham,55015,1987-09-21,55015
61465,Sumant,Huttel,44950,1998-06-10,44950
61465,Sumant,Huttel,44950,1997-06-29,44950
61238,Kagan,Schach,52163,1985-02-15,52163
61486,Weiye,Bierman,63776,1986-06-19,63776
61490,Shigehiro,Dayana,40000,1991-02-10,40000
61511,Maha,Heping,40000,2001-03-06,40000
61511,Maha,Heping,40000,1996-05-22,40000
61515,Mats,Curless,90646,1995-01-22,90646
61244,Xiaoqiang,Peternell,46530,2001-06-02,46530
61537,Arto,Zuberek,69827,1988-03-14,69827
61539,Morris,Ghandeharizadeh,84692,1996-09-08,84692
61543,Gilbert,Itzigehl,40000,1986-10-08,40000
61244,Xiaoqiang,Peternell,46530,1999-07-28,46530
61554,Tianruo,Steenbeek,40000,1999-07-08,40000
61256,Duro,Schaar,40000,1999-04-10,40000
61568,Uno,Birta,40000,1991-12-05,40000
61259,Shao,Puoti,46409,1986-05-31,46409
61588,Doohun,Byoun,65139,1997-07-08,65139
61589,Chuanti,Demke,57452,1986-10-31,57452
61593,Masaru,Cochrane,40000,1987-05-04,40000
61623,Xiaoqiu,Luce,48792,1998-12-13,48792
61624,Doowon,Luef,42133,1987-10-08,42133
61625,Shugo,Rajcani,40000,1985-07-27,40000
61626,Mohit,Dulay,58800,1993-07-24,58800
61627,Uma,Beausoleil,42605,1996-07-29,42605
61634,Shigehito,Panwar,65862,1987-02-20,65862
61644,Toney,Ladret,53693,1988-03-11,53693
61650,Vitaly,Linnainmaa,72738,1988-08-30,72738
61666,Tesuro,Vasanthakumar,40000,1990-06-07,40000
61667,Domenico,Hasenauer,77399,1987-02-12,77399
61673,Krassimir,Krybus,66459,1988-04-10,66459
61675,Takahiro,Schwartzburd,40785,1993-06-23,40785
61676,Valdiodio,Argence,40000,1985-11-08,40000
61687,Ravishankar,Maraist,40000,1986-12-13,40000
61261,Ziya,Pocchiola,62895,1988-03-11,62895
61706,Stevo,Butner,66713,1988-02-05,66713
61709,Holgard,Schaft,40000,1987-10-07,40000
61711,Volkmar,Claffy,42237,1997-09-19,42237
61711,Volkmar,Claffy,42237,1988-05-01,42237
61718,Yakichi,Poujol,40000,1990-04-15,40000
61722,Oddvar,Wendorf,40000,1985-03-30,40000
61264,Shuzo,Sethi,79270,1987-10-25,79270
61732,Moie,Gini,40000,1985-03-07,40000
61738,Martien,Zhiwei,40000,1995-02-12,40000
61738,Martien,Zhiwei,40000,1996-02-04,40000
61273,Manohar,Hainaut,73673,1987-01-12,73673
61751,IEEE,Garrabrants,96278,1986-12-06,96278
61753,Pantung,Levergood,65136,1986-06-30,65136
61755,Trygve,Eppinger,48950,1986-05-14,48950
61761,Aamer,Feinberg,45996,1992-11-02,45996
61846,Danil,Varley,40000,1988-03-11,40000
61776,Stafford,dAstous,64112,1994-01-09,64112
61780,Zhilian,Billingsley,40000,1988-05-17,40000
61782,Guadalupe,Piancastelli,49702,1988-06-20,49702
61788,Frederique,Matzke,60196,1993-05-08,60196
61789,Ramachenga,Straney,40000,1988-07-21,40000
61790,Visit,Lindenbaum,55126,1992-08-28,55126
61790,Visit,Lindenbaum,55126,1995-11-01,55126
61805,Faiza,Gurbaxani,64921,1988-02-29,64921
61856,Toney,Luby,59270,1991-03-27,59270
61843,Guenter,Millington,69600,1999-09-04,69600
61859,Xiping,Schwaller,51303,1996-10-28,51303
61859,Xiping,Schwaller,51303,1987-06-13,51303
61862,Tremaine,Dulay,73204,1998-11-24,73204
61864,Hironoby,Kamber,59715,1986-03-20,59715
61869,Manu,Hemaspaandra,40000,1990-10-03,40000
61989,Yaghout,Vesna,65856,1986-01-23,65856
61992,Bilhanan,Kitsuregawa,40000,1988-02-20,40000
61995,Kerryn,Stellhorn,74905,1990-02-16,74905
61995,Kerryn,Stellhorn,74905,1995-01-28,74905
61997,Maja,Yurek,48101,1988-03-14,48101
61998,Ute,Lunn,56959,1987-01-25,56959
61869,Manu,Hemaspaandra,40000,1997-04-23,40000
61879,Saniya,Steinauer,43848,1986-12-23,43848
62008,Sadun,Swan,70789,1988-04-17,70789
62012,Yifei,Jahnichen,42775,2001-05-04,42775
62012,Yifei,Jahnichen,42775,1990-08-06,42775
62025,Chirstian,Spinelli,41262,1992-08-05,41262
62026,Shugo,Zuberek,40000,1992-05-18,40000
61897,Jasminko,Kilgour,44484,1987-04-15,44484
61910,Gay,Bahk,53721,1985-03-30,53721
62069,Sugwoo,Felder,67402,1985-05-31,67402
62080,Toshimo,Birjandi,53225,1985-05-03,53225
62094,Tomoyuki,Stemann,69528,1992-03-06,69528
62097,Krassimir,Klyachko,44560,1990-11-18,44560
62098,Breannda,Sommer,59196,1986-12-26,59196
62103,Pranas,Reinhart,46895,1985-09-27,46895
61915,Yongmin,Conta,40000,1988-12-05,40000
62107,Sakthirel,Walstra,73469,1988-01-09,73469
62112,Pragnesh,Servieres,44714,1987-02-16,44714
61920,Ghassan,Albarhamtoshy,50457,1985-03-19,50457
61941,Mohammed,Joslin,74469,1997-11-15,74469
62129,Hongzue,Schmittgen,58096,1988-10-07,58096
61943,Gennadi,Tasistro,52318,1994-07-19,52318
62137,Rosalyn,Baalen,46741,1985-06-27,46741
62138,Dipayan,Rohrbach,41950,1988-06-01,41950
62285,Chinho,Plessier,49730,1994-08-02,49730
62155,Akemi,Basawa,40170,1998-11-02,40170
62174,Teunis,Denna,76864,1986-12-12,76864
62205,Vitaly,Brlek,40000,1990-03-02,40000
62208,Sachio,Grandbois,52223,1987-12-15,52223
62236,Aiman,Georg,40000,1991-11-07,40000
62243,Juichirou,Fargier,48127,1992-11-01,48127
62252,Mohd,Waymire,45478,1987-02-26,45478
62294,Jeanne,Bratsberg,67370,1988-04-11,67370
62298,Quingbo,Yetto,49961,1989-03-25,49961
62304,Kersti,Rusmann,67297,1988-01-04,67297
62427,Bedrich,Kamber,40000,1989-10-05,40000
62428,Guadalupe,Lortz,60825,1985-05-17,60825
62433,IEEE,McFarlin,46720,1999-10-04,46720
62437,Manohar,Takkinen,49714,1988-09-10,49714
62321,Kristine,Kroha,40000,1988-04-18,40000
62443,Conrado,Pluym,57970,1993-07-18,57970
62449,Jixiang,Angelov,70643,2001-11-22,70643
62449,Jixiang,Angelov,70643,1992-03-01,70643
62459,Francoise,Shobatake,61041,1991-04-16,61041
62459,Francoise,Shobatake,61041,1985-04-16,61041
62472,Renee,Buescher,58284,1999-05-01,58284
62476,Yahiko,Cooke,85320,1987-12-10,85320
62478,Kousuke,Markovitch,40000,1992-10-30,40000
62481,Gererd,Norsworthy,66594,1994-03-16,66594
62325,Nitsan,Cummings,42545,1988-06-25,42545
62496,Kien,Hempstead,48989,1988-12-15,48989
62497,Yifei,Sinitsyn,49067,1987-04-25,49067
62507,Otmar,Mullainathan,51782,1988-03-22,51782
62325,Nitsan,Cummings,42545,2002-05-07,42545
62513,Gil,Bojadziev,40000,1986-04-18,40000
62336,Kazunori,Vieth,43678,1987-06-24,43678
62529,Piyush,Miyakawa,40000,1986-08-02,40000
62350,Xiaocheng,Erde,50450,1988-02-16,50450
62545,Chiranjit,Pleszkun,40000,1997-05-13,40000
62351,Yuchang,Osgood,83670,1996-12-21,83670
62357,Huei,Legleitner,64886,1988-07-08,64886
62374,Ortrud,Oppitz,40000,1989-11-22,40000
62566,Giap,Lipner,40000,1985-07-15,40000
62591,Limsoon,Baja,40000,1999-11-10,40000
62381,Fay,Pfau,40000,1988-06-06,40000
62382,Padma,Edelhoff,50718,1987-09-21,50718
62383,Khatoun,Rodier,56311,1990-08-11,56311
62629,Shigeaki,Ratnaker,78609,1989-10-17,78609
62632,Piyawadee,Chiola,48394,1998-03-30,48394
62632,Piyawadee,Chiola,48394,1998-01-21,48394
62637,Danae,Assaf,70296,1986-11-12,70296
62638,Kayoko,Erde,47763,1988-05-15,47763
62640,Toshimi,Smailagic,40000,1989-11-13,40000
62640,Toshimi,Smailagic,40000,1987-07-26,40000
62642,Oddvar,Kushner,40000,1989-12-22,40000
62650,Marjo,Asmuth,69599,1985-12-22,69599
62679,Yechezkel,Vidal,40000,1991-05-27,40000
62679,Yechezkel,Vidal,40000,1987-09-21,40000
62695,Guangming,Jenevein,96321,1988-01-07,96321
62696,Paloma,Callaway,84196,1987-02-13,84196
62696,Paloma,Callaway,84196,1998-03-02,84196
62714,Limsoon,Silva,40000,2001-12-27,40000
62714,Limsoon,Silva,40000,1987-11-13,40000
62723,Mitchel,Penttonen,49106,1997-04-23,49106
62733,Kshitij,Kusakari,52443,1985-12-15,52443
62743,Shin,Veeraraghavan,40000,1988-06-20,40000
62750,Achilleas,Lemarechal,78766,1995-06-24,78766
62758,Xiong,Kornatzky,61104,1989-08-26,61104
62774,Jeanna,Schlenzig,69335,1993-04-20,69335
62781,Marek,Pietrzykowski,56682,1986-08-29,56682
62383,Khatoun,Rodier,56311,2001-07-04,56311
62793,Beshir,Klerer,46484,1985-04-20,46484
62387,Toney,Frolund,42951,1994-09-24,42951
62799,Gretta,Murtagh,40000,1986-01-11,40000
62804,Emran,Bahr,57104,1996-08-15,57104
62811,Gadiel,Pettey,57524,1989-05-07,57524
62812,Chaosheng,Zyda,54728,1989-12-14,54728
62407,Stella,Oxenboll,58092,1987-11-15,58092
62821,Tomokazu,Munke,52251,1989-07-19,52251
62836,Alagu,Ozeri,65552,1987-03-27,65552
62412,Khosrow,Hennebert,54522,1995-10-17,54522
62982,Yannik,Penz,40000,1986-04-02,40000
62841,Xiaoheng,Cesareni,43806,1988-12-10,43806
62846,Menkae,Walston,40000,1988-07-24,40000
62847,Candido,Rijsenbrij,40000,1993-05-14,40000
62857,Maia,Cummings,62733,1991-12-10,62733
62859,Bernt,Wolniewicz,48163,1992-09-13,48163
62869,Syozo,Schieder,40001,1986-08-17,40001
62985,Juichirou,Lipner,79861,1985-12-27,79861
63017,Moni,Picel,40000,1989-07-28,40000
62892,Gadiel,Muniz,41613,1993-05-10,41613
62900,Gio,Alencar,42772,1990-02-18,42772
62900,Gio,Alencar,42772,1998-03-06,42772
62906,Alselm,McFarlin,66882,1985-03-23,66882
62909,Lenore,Rissland,57809,1988-04-30,57809
62913,Heekeun,Roisin,40000,1987-09-08,40000
62926,Lillian,Schoegge,40000,1994-07-12,40000
62930,Fumiyo,Flanders,41842,1985-04-18,41842
62941,Uta,Impagliazzo,46973,1990-01-04,46973
63019,Fayez,Basawa,61483,1988-09-28,61483
63021,Kamakshi,Yurov,40858,1988-11-07,40858
62957,King,Plotkin,44278,1989-10-15,44278
62958,Tomofumi,Magliocco,40000,1999-01-28,40000
62958,Tomofumi,Magliocco,40000,1997-08-02,40000
63072,Bogdan,Siegrist,40000,1987-10-22,40000
62964,Duro,Schach,40000,1988-04-12,40000
62970,Georgy,Speek,44840,1987-06-16,44840
63128,Zhensheng,Gulak,59072,1993-10-07,59072
63136,Hitofumi,Thibadeau,67329,1995-08-05,67329
63076,Goetz,Veccia,41569,1997-11-11,41569
63077,Hyuncheol,Escriba,54381,1993-02-13,54381
63086,Ibibia,Bratsberg,40000,1986-11-26,40000
63165,Vishwani,Khasidashvili,40000,1988-01-06,40000
63166,Sanjai,Baak,40000,1988-08-09,40000
63088,Aleksander,Chepyzhov,63470,1988-05-16,63470
63107,Yurii,Crelier,74824,1986-01-18,74824
63209,Yakkov,Eiron,40000,1986-01-30,40000
63220,Subir,Swiler,49827,1986-06-17,49827
63220,Subir,Swiler,49827,1991-11-01,49827
63221,Feiyu,Zockler,50312,1988-05-30,50312
63230,Mart,Vecchio,40790,1988-03-11,40790
63232,Vidya,Reghbati,40000,1999-06-09,40000
63236,Shan,Barinka,70050,1990-03-28,70050
63107,Yurii,Crelier,74824,1993-06-19,74824
63246,Zdislav,Waymire,59385,1987-04-16,59385
63112,Joydip,Swan,61721,1988-11-30,61721
63257,Elvis,Trogemann,68034,1985-11-01,68034
63114,Danny,Cheshire,63059,1988-11-20,63059
63412,Domenick,Thisen,40000,1997-03-29,40000
63269,Luerbio,Benzmuller,40000,1985-02-26,40000
63288,Stella,Zolotykh,46031,1999-07-09,46031
63291,Subhrajyoti,Budinsky,43466,1985-03-01,43466
63422,Mahendra,Gulak,40000,1986-09-12,40000
63305,Perry,Waymire,40000,1988-08-22,40000
63305,Perry,Waymire,40000,1999-04-15,40000
63307,Sugwoo,Herber,54723,1988-12-22,54723
63324,Pintsang,Leuchs,40000,1988-11-12,40000
63427,Takahito,Nooteboom,67050,1987-09-04,67050
63326,Filipp,Perin,40000,1992-01-18,40000
63329,Mart,Schaaf,60910,1995-04-03,60910
63331,Changho,Fadgyas,65406,1988-10-26,65406
63341,Akeno,Peck,45035,1985-12-22,45035
63343,Mark,Ananiadou,40000,1988-09-28,40000
63349,Anestis,Comte,40000,1988-03-26,40000
63356,Tua,Denos,42229,1987-01-07,42229
63438,Gilbert,Herbst,69910,1996-09-18,69910
63363,Terresa,Brattka,40000,1987-01-18,40000
63367,Hatim,Bondorf,54425,1992-11-13,54425
63376,Kiyotoshi,Peir,52426,1987-04-14,52426
63442,Satyanarayana,Reghbati,40958,1987-12-29,40958
63399,Yonghoan,Azumi,59974,1986-08-31,59974
63471,Filipp,Bael,40000,1985-02-26,40000
63487,Adib,Badr,51806,1994-05-22,51806
63562,Dannz,Heiserman,46283,1988-12-11,46283
63495,Mabry,Kleiser,49286,1985-10-25,49286
63568,Toshimitsu,Bondorf,58244,1987-06-20,58244
63570,Randy,Sudkamp,71136,1986-06-10,71136
63574,Insup,Leslie,40000,1985-10-29,40000
63576,Cheong,Awdeh,56223,1986-11-10,56223
63588,Pintsang,Curless,87462,1988-09-20,87462
63497,Anneli,Griswold,60815,1997-10-12,60815
63600,Gudjon,Birsak,46070,1987-07-09,46070
63501,Laurentiu,Cesareni,40000,1991-11-25,40000
63609,Martins,Lyonns,49193,1989-11-27,49193
63610,Gudjon,Rosiles,62180,1992-01-20,62180
63612,Berto,Foote,50531,1988-07-09,50531
63612,Berto,Foote,50531,1995-09-23,50531
63508,Radhia,Scharstein,40000,1991-01-20,40000
63638,Adib,Chepyzhov,40000,1986-11-10,40000
63508,Radhia,Scharstein,40000,1988-04-27,40000
63516,Toshimitsu,Steinauer,94093,1987-02-16,94093
63516,Toshimitsu,Steinauer,94093,1989-06-09,94093
63672,Fei,Munos,40000,1987-08-27,40000
63520,Duro,Kermarrec,48354,1997-01-21,48354
63675,Kazuhira,Heijenga,40000,1988-10-31,40000
63679,Amalendu,Beidas,55496,1987-06-01,55496
63681,Ferdinand,Zucker,53904,1999-06-13,53904
63688,Jouni,Spieker,53142,1985-09-19,53142
63693,Martien,Zultner,40000,1986-12-29,40000
63707,Naftaly,Segond,41679,1991-02-16,41679
63728,Haldon,Steenbeek,40000,1991-07-16,40000
63738,Yunming,Ohori,46383,1986-11-03,46383
63740,Doohun,Lenart,40624,1999-11-08,40624
63743,Shugo,Muntz,55294,1994-04-24,55294
63743,Shugo,Muntz,55294,1988-11-02,55294
63744,Shaw,Mitchem,47300,1996-04-04,47300
63778,Gio,Sudkamp,40000,1998-10-01,40000
63789,Urs,Sgarro,40000,2001-01-10,40000
63789,Urs,Sgarro,40000,1998-09-16,40000
63801,Valdiodio,Roccetti,40928,1994-01-03,40928
63525,Ult,Ginneken,45904,1990-01-05,45904
63542,Michaela,Hanratty,49445,1990-12-11,49445
63836,Hitofumi,Petersohn,93576,1986-08-09,93576
63984,Yongmao,Gerteisen,40000,1988-06-28,40000
63898,Theirry,Ducloy,40000,1991-06-07,40000
63910,Rosalie,Mawatari,40000,1994-01-20,40000
63922,Jixiang,Gischer,41263,1985-10-08,41263
63934,Uinam,Hedayat,51743,1991-10-14,51743
63935,Tadanori,Deyuan,40000,1986-09-10,40000
63984,Yongmao,Gerteisen,40000,1995-01-05,40000
63987,Jingling,Hockney,40000,1987-09-23,40000
63992,Yuping,Cools,40000,1987-06-23,40000
63997,Stafford,Rosti,56303,1988-03-28,56303
64026,Sverrir,VanScheik,76415,1998-05-21,76415
64119,Zorica,Brizzi,46002,1995-07-19,46002
64130,Yinghua,Merro,48261,1985-08-14,48261
64136,Godehard,Lamba,60921,1987-10-05,60921
64138,Yuqun,Fetvedt,83342,1987-08-06,83342
64138,Yuqun,Fetvedt,83342,1996-06-06,83342
64147,Richard,Sevcikova,40000,1997-11-23,40000
64150,Noritoshi,Ghandeharizadeh,56353,1985-02-03,56353
64151,Rasikan,Alameldin,58265,1987-11-27,58265
64158,Yechiam,Fujisawa,71989,2002-07-24,71989
64158,Yechiam,Fujisawa,71989,1986-07-09,71989
64179,Yongmin,Szemeredi,56288,1999-10-16,56288
64179,Yongmin,Szemeredi,56288,1996-05-02,56288
64043,Yurij,Luiz,40000,1988-05-22,40000
64200,Khun,Bojadziev,40000,1987-04-27,40000
64226,Margo,Mersereau,78875,1986-12-21,78875
64052,Hyuckchul,Stroustrup,50377,1985-02-27,50377
64240,Goncalo,Hoppenstand,40000,1985-10-28,40000
64241,Vojin,Gilg,40000,1985-03-20,40000
64243,Moss,Maraist,42959,1987-10-01,42959
64054,Kaijung,Ratnakar,49538,1997-10-02,49538
64084,Shao,Toyoshima,47225,1997-04-29,47225
64268,Masasuke,Qiwen,56096,1988-11-18,56096
64272,Roddy,Vesna,74493,1995-07-29,74493
64288,Gad,Siochi,46775,1988-06-28,46775
64290,Hirochika,Merro,78273,1990-10-03,78273
64298,Toshimori,Lupu,40000,1992-02-29,40000
64298,Toshimori,Lupu,40000,1989-06-02,40000
64302,Huai,Sgarro,56971,1991-12-27,56971
64310,Khatoun,Kossowski,40000,1992-08-13,40000
64313,Leucio,Schlegelmilch,59704,1992-08-04,59704
64090,Uli,Gecseg,57737,1985-09-17,57737
64316,Bartek,Pesch,40000,1986-06-26,40000
64320,Khoa,Petereit,42729,1988-04-13,42729
64093,Hyuckchul,Nishimukai,64988,1993-01-24,64988
64335,Tristan,Thummel,40449,1987-10-23,40449
64344,Hyuncheol,Karnin,44886,1986-10-31,44886
64106,Youjian,Krone,62005,1986-08-29,62005
64359,Radhika,Farrar,40000,1987-07-31,40000
64377,Along,Couchot,40000,1993-08-26,40000
64111,Godehard,Sherertz,40000,1987-05-21,40000
64392,Amabile,Bernatsky,40000,1987-07-05,40000
64450,Aran,Raney,60474,1991-02-24,60474
64398,Nectarios,Perna,71024,1985-02-03,71024
64398,Nectarios,Perna,71024,1991-07-08,71024
64400,Babette,Brendel,40000,1987-04-25,40000
64401,Kristin,Swiss,55668,1996-06-10,55668
64556,Xiaopeng,Fritzsche,40000,1996-05-21,40000
64572,Yinghua,Roccetti,40000,1986-05-14,40000
64575,Pradeep,Sridhar,70816,1985-08-19,70816
64581,Shaunak,Reghbati,63907,1986-11-17,63907
64593,Karsten,Kriebel,54338,1992-07-25,54338
64598,Chrisa,Kavanagh,65815,1998-12-01,65815
64598,Chrisa,Kavanagh,65815,2001-10-09,65815
64599,Trygve,Gubsky,44662,1988-02-10,44662
64616,Hitomi,Zirintsis,49863,1986-09-08,49863
64625,Geoff,Boissier,43437,1989-08-07,43437
64450,Aran,Raney,60474,1996-11-29,60474
64477,Boaz,Belinskaya,40000,1990-01-20,40000
64655,Jaideep,Nilsson,54110,1986-06-27,54110
64657,Jianhui,Duclos,60000,1987-05-14,60000
64488,Jaana,Kandlur,54694,1986-12-01,54694
64495,Bilhanan,Bazelow,42062,1986-06-06,42062
64689,Bernice,Jakobus,45524,1986-07-29,45524
64690,Sanjeeva,Siochi,53661,1989-10-13,53661
64692,Bowen,Ermel,43722,1985-08-12,43722
64692,Bowen,Ermel,43722,1986-10-15,43722
64503,Stafford,Kornatzky,62147,1986-08-29,62147
64703,Trygve,Fiebach,47643,1986-06-07,47643
64707,Brigham,Chachaty,51361,1987-06-07,51361
64510,Sachio,Radwan,57060,1985-05-12,57060
64728,Akhilish,Hedayat,43564,1986-12-19,43564
64728,Akhilish,Hedayat,43564,2001-04-23,43564
64731,Fumino,Rosay,40000,1992-03-19,40000
64510,Sachio,Radwan,57060,1990-09-08,57060
64519,Kerryn,Eickenmeyer,73584,1988-12-24,73584
64753,Shahid,Swan,40000,1985-06-11,40000
64755,Mang,Shackel,59789,2000-06-26,59789
64755,Mang,Shackel,59789,1997-12-04,59789
64761,Dekang,Fujisaki,48160,1988-03-15,48160
64526,Masoud,Uehara,68260,1994-05-15,68260
64774,Marsal,Kroft,40000,2000-02-14,40000
64774,Marsal,Kroft,40000,1999-01-19,40000
64782,Bluma,Sommer,42918,1989-11-06,42918
64783,Willard,Ramsey,61534,1988-06-03,61534
64784,Charlene,Boreale,40000,1991-08-09,40000
64784,Charlene,Boreale,40000,1985-04-02,40000
64785,Zhigen,Miyakawa,44638,1987-10-12,44638
64794,Khun,Jiang,57686,1989-05-01,57686
64794,Khun,Jiang,57686,1985-09-18,57686
64796,Xiadong,Auria,66457,1997-07-14,66457
64535,Zongyan,Georgatos,40407,1986-07-12,40407
64536,Reinhold,Jiang,53303,1997-08-08,53303
64974,Lijia,Penn,40000,1992-03-11,40000
64832,Boalin,Emmerich,66423,1988-05-16,66423
64837,Mantis,Petereit,58887,1986-06-20,58887
64855,Elrique,Hiltgen,50041,1999-03-06,50041
64862,Mototsugu,Dulli,49360,1988-07-28,49360
64872,Dayanand,Thibadeau,40000,1988-05-09,40000
64889,Emdad,Pauthner,64245,1998-07-02,64245
64893,Yoshimitsu,Billawala,65346,1996-03-17,65346
64904,Xiaocheng,Aloia,41045,1985-03-14,41045
64916,Mohit,Hmelo,65245,1996-09-30,65245
64916,Mohit,Hmelo,65245,1986-10-01,65245
64917,Mokhtar,Litecky,40000,1987-11-05,40000
64933,Kristin,Mungall,68525,1985-12-07,68525
64941,Angel,Hockney,40000,1986-10-25,40000
